Date,Time,Year,Month,Day,DOW,DOW.Name,MaxT,MeanT,MinT,RH,AH,ph,sh,pm25,pm10,o3,no2,so2,co,Rain
31/8/2011,973,2011,8,31,2,Wednesday,31.88181818,28.23598485,24.96363636,78.71212121,21.63040026,0,0,17.6875,26.54861,20.30069,22.28944,10.34407,0.53,0
1/9/2011,974,2011,9,1,3,Thursday,31.99090909,28.86515151,26.16363636,77.24431818,21.96878573,0,0,18.30556,27.725,20.89514,20.44567,11.94133,0.4811111,0
2/9/2011,975,2011,9,2,4,Friday,32.20909091,28.90795455,26.1,74.70113636,21.29508707,0,1,16.4375,25.8088,20.40486,19.8411,11.17354,0.4344445,0
3/9/2011,976,2011,9,3,5,Saturday,30.60909091,27.94166667,25.31818182,78.45643939,21.21528307,0,1,25.25,35.3125,17.23055,21.91822,17.02412,0.5945833,1.2
4/9/2011,977,2011,9,4,6,Sunday,31.78181818,28.46477273,25.66363636,75.75871212,21.08087851,0,1,17.11111,26.80833,26.43264,18.19861,13.55972,0.4861111,10.2
5/9/2011,978,2011,9,5,0,Monday,31.52727273,28.53598485,25.60909091,76.35530303,21.32967023,0,1,22.47222,33.05417,23.78264,22.65467,12.87546,0.4925,3.6
6/9/2011,979,2011,9,6,1,Tuesday,32.57272727,28.77159091,25.58181818,75.45984849,21.35218481,0,1,17.63194,27.5963,22.38958,20.00943,13.60838,0.4741667,0
7/9/2011,980,2011,9,7,2,Wednesday,32.13636364,28.59583333,26.22727273,77.16439394,21.62621009,0,1,17.36111,27.6375,18.87708,24.35076,15.6197,0.4541667,0
8/9/2011,981,2011,9,8,3,Thursday,30.99090909,28.27916667,25.37272727,77.30833333,21.29490188,0,1,24.81389,36.67083,25.54167,26.8407,13.77273,0.5775,0
9/9/2011,982,2011,9,9,4,Friday,31.55454545,28.76287879,26.78181818,75.07575758,21.23342258,0,1,23.54861,37.40648,35.11666,26.69764,10.62708,0.525,0
10/9/2011,983,2011,9,10,5,Saturday,31.08181818,26.85606061,24.43636364,82.52424243,21.01994712,0,1,23.34028,35.6375,23.15556,30.42045,15.24167,0.6044444,40.4
11/9/2011,984,2011,9,11,6,Sunday,29.90909091,27.14128788,24.31818182,84.30227273,21.81390223,0,1,44.65972,58.72083,22.61319,29.83599,17.87311,1.027917,0
12/9/2011,985,2011,9,12,0,Monday,31.38181818,28.18560606,25.65454545,80.50719697,22.06275409,0,0,47.16667,64.59583,22.17361,31.80729,15.3678,0.86625,0
13/9/2011,986,2011,9,13,1,Tuesday,32.68181818,28.67727273,25.70909091,78.12386364,21.99259304,0,0,22.88889,31.68275,27.40556,23.45246,6.617508,0.5559028,0
14/9/2011,987,2011,9,14,2,Wednesday,31.16363636,27.28787879,23.71818182,83.58977273,21.80514956,0,0,14.36944,20.48333,16.23056,29.96675,10.26212,0.5540278,6
15/9/2011,988,2011,9,15,3,Thursday,30.59090909,27.24507576,24.39090909,82.24886364,21.40479854,0,0,15.09722,20.38796,18.63194,29.57727,27.24768,0.5359722,0
16/9/2011,989,2011,9,16,4,Friday,31.51818182,27.9594697,25.68181818,78.87878788,21.35032147,0,0,12.56875,18.98843,16.29792,24.37761,11.07056,0.5329167,0
17/9/2011,990,2011,9,17,5,Saturday,31.40909091,27.43030303,24.9,82.39431818,21.66264472,0,0,22.29861,31.68333,12.52917,39.36502,22.02235,0.6783333,0
18/9/2011,991,2011,9,18,6,Sunday,31.17272727,27.25,24.85454545,83.81022727,21.81704198,0,0,18.95139,26.47546,12.20347,28.364,17.9287,0.6672916,0.4
19/9/2011,992,2011,9,19,0,Monday,29.1,26.64772727,24.10909091,84.35037879,21.23869731,0,0,21.51528,30.04583,12.30417,31.33499,20.06007,0.7217361,2
20/9/2011,993,2011,9,20,1,Tuesday,28.30909091,26.12651515,23.65454545,91.1969697,22.30759914,0,0,29.61806,38.6456,11.11944,34.15766,16.77164,0.8013889,26.4
21/9/2011,994,2011,9,21,2,Wednesday,30.74545455,27.03333333,24.37272727,85.60378788,22.01902536,0,0,28.42361,39.44584,12.15417,26.58519,16.24726,1.000556,3.8
22/9/2011,995,2011,9,22,3,Thursday,27.63636364,25.44962121,22.23636364,86.05416667,20.2697205,0,0,19.30556,27.96574,9.436111,28.13665,25.71932,0.7769445,1.8
23/9/2011,996,2011,9,23,4,Friday,32.04545455,28.21212121,24.51818182,76.8594697,21.09373755,0,0,24.40972,34.98333,26.07014,25.1936,19.7564,0.6822917,0
24/9/2011,997,2011,9,24,5,Saturday,32.31818182,28.78295455,26.15454545,76.09659091,21.54568876,0,0,25.40972,35.11713,33.24097,30.93472,13.69846,0.5034722,0
25/9/2011,998,2011,9,25,6,Sunday,32.67272727,28.93939394,25.6,76.68181818,21.89713877,0,0,29.07639,38.35,34.50972,23.92407,16.09773,0.545,20.4
26/9/2011,999,2011,9,26,0,Monday,29.6,26.75075758,21.99090909,82.60530303,20.91834175,0,0,24.96944,31.94815,21.94792,29.49838,22.79975,0.5845139,0
27/9/2011,1000,2011,9,27,1,Tuesday,30.69090909,27.92083333,23.93636364,75.74393939,20.45843605,0,0,25.02083,32.52269,24.58889,26.62672,24.77269,0.5590278,9.6
28/9/2011,1001,2011,9,28,2,Wednesday,32.14545455,27.68560606,22.73636364,74.83333333,19.95310949,0,0,15.25694,22.37593,17.61667,26.91978,30.80059,0.48625,0
29/9/2011,1002,2011,9,29,3,Thursday,32.28181818,28.74356061,24.21818182,77.16704545,21.80190317,0,0,51.40972,64.8375,33.69306,31.11204,16.64954,0.7811111,6.4
30/9/2011,1003,2011,9,30,4,Friday,31.38181818,27.48295455,22.13636364,79.02878788,20.83815094,0,0,24.68194,33.04815,22.70833,31.93831,34.28261,0.5422222,4.2
1/10/2011,1004,2011,10,1,5,Saturday,31.3,27.90378788,24.61818182,81.26969697,21.9303645,0,0,37.85139,48.67315,25.51042,38.21366,19.14391,0.8366667,3
2/10/2011,1005,2011,10,2,6,Sunday,31.80909091,27.3,22.87272727,80.73674242,21.07501721,0,0,20.29792,26.6088,24.45,36.2589,23.16167,0.6,0.6
3/10/2011,1006,2011,10,3,0,Monday,32.56363636,29.00037879,25.16363636,76.05265152,21.78966715,0,0,35.00834,44.31921,29.18333,36.98771,17.89294,0.6660417,17
4/10/2011,1007,2011,10,4,1,Tuesday,28.20909091,25.18181818,22.01818182,90.28598485,20.94999014,0,0,16.15417,22.83634,14.15139,31.33228,20.39654,0.5345833,9.4
5/10/2011,1008,2011,10,5,2,Wednesday,31.14545455,27.18674242,24.04545455,83.27234848,21.60152602,0,0,27.43056,37.36481,18.61667,33.35301,16.49739,0.7495834,0
6/10/2011,1009,2011,10,6,3,Thursday,32.32727273,27.5219697,24.59090909,83.18181818,21.98031588,0,0,27.14583,35.675,27,35.70236,22.82525,0.6705555,8.8
7/10/2011,1010,2011,10,7,4,Friday,30.82727273,26.98257576,24.74545455,88.42651515,22.68136363,0,1,17.88056,24.68889,16.53125,30.42169,9.174453,0.6373611,9.6
8/10/2011,1011,2011,10,8,5,Saturday,31.08181818,27.20075758,24.54545455,86.26477273,22.39506328,0,0,26.78056,34.67916,18.99444,36.01498,13.47651,0.6925,17.6
9/10/2011,1012,2011,10,9,6,Sunday,30.80909091,27.01969697,22.87272727,80.96515152,20.81023814,0,0,12.04514,17.4875,18.6875,25.5572,29.98767,0.3911111,0
10/10/2011,1013,2011,10,10,0,Monday,30.9,27.42840909,23.74545455,82.38712121,21.65849362,0,0,17.50139,26.0875,14.75556,32.88788,24.69157,0.494375,11
11/10/2011,1014,2011,10,11,1,Tuesday,27.59090909,25.93030303,23.44545455,89.0875,21.55486821,0,0,14.49306,20.76157,9.975,28.07887,22.13869,0.5370833,18.4
12/10/2011,1015,2011,10,12,2,Wednesday,29.58181818,26.1594697,24.03636364,89.49886364,21.93241036,0,0,18.89861,27.69167,11.44306,28.42178,13.50366,0.6065278,8.8
13/10/2011,1016,2011,10,13,3,Thursday,32.38181818,28.07954545,24.32727273,80.53295455,21.94198875,0,0,29.1375,40.77917,21.48958,29.31031,18.45,0.7911806,0
14/10/2011,1017,2011,10,14,4,Friday,32.85454545,28.80530303,26.23636364,78.94090909,22.37821844,0,0,24.63194,32.35787,24.19653,29.30985,12.47407,0.5409722,0
15/10/2011,1018,2011,10,15,5,Saturday,32.7,29.1,26.27272727,75.2530303,21.67769405,0,0,15.8875,23.46667,28.4375,23.59617,10.5947,0.4847222,0
16/10/2011,1019,2011,10,16,6,Sunday,32.49090909,28.84431818,25.88181818,77.13787879,21.91363758,0,0,14.14167,20.3625,28.21319,21.77557,9.889394,0.5027778,0
17/10/2011,1020,2011,10,17,0,Monday,32.24545455,28.51098485,26.10909091,78.41931818,21.87634266,0,0,13.95556,19.34167,19.85972,20.95521,8.395076,0.50625,3.8
18/10/2011,1021,2011,10,18,1,Tuesday,31.04545455,27.19772727,24.52727273,84.37121212,21.89983684,0,0,16.01389,23.36019,14.75139,22.38182,7.988068,0.6491667,0
19/10/2011,1022,2011,10,19,2,Wednesday,31.32727273,26.27575758,23.96363636,88.08636364,21.72627959,0,0,23.43889,33.725,18.09444,33.21591,14.06705,0.8883333,9
20/10/2011,1023,2011,10,20,3,Thursday,30.8,26.10681818,23.89090909,87.78181818,21.44873714,0,0,18.47917,26.10822,16.36806,34.64007,14.26671,0.6576389,0.8
21/10/2011,1024,2011,10,21,4,Friday,30.18181818,26.06287879,23.73636364,87.45416667,21.31649425,0,0,15.05833,23.18982,12.39306,29.48643,15.13869,0.625,0
22/10/2011,1025,2011,10,22,5,Saturday,31.13636364,26.66477273,24.37272727,86.48106061,21.795736,0,0,18.475,27.11343,19.38333,31.84451,9.870833,0.6897222,4
23/10/2011,1026,2011,10,23,6,Sunday,30.4,27.49507576,24.61818182,82.07424242,21.65558119,0,0,10.90833,16.59398,23.31944,18.12576,5.103241,0.5486111,0
24/10/2011,1027,2011,10,24,0,Monday,32.00909091,28.33674242,25.61818182,78.10833333,21.58311392,0,0,8.65625,15.10972,16.60139,21.15846,6.156019,0.49125,0
25/10/2011,1028,2011,10,25,1,Tuesday,31.2,27.30909091,24.44545455,83.91666667,21.91603086,0,0,16.56528,26.93056,20.46458,31.2085,12.55726,0.6892361,1.4
26/10/2011,1029,2011,10,26,2,Wednesday,31.13636364,26.46325758,23.93636364,88.71590909,22.11054995,1,0,11.1875,18.69074,19.92292,20.54916,3.953654,0.6525,22.8
27/10/2011,1030,2011,10,27,3,Thursday,31.04545455,25.74166667,23.6,92.28030303,22.09373135,0,0,12.54167,19.36435,17.31389,25.76239,6.335511,0.7173611,54
28/10/2011,1031,2011,10,28,4,Friday,31.77272727,27.07575758,23.87272727,85.55909091,22.05915419,0,0,16.37153,24.5375,19.10972,24.24394,7.095749,0.7295139,0.8
29/10/2011,1032,2011,10,29,5,Saturday,31.50909091,27.73409091,24.55454545,83.23636364,22.25275473,0,0,8.394444,16.55417,23.03333,21.06439,4.474242,0.5131944,0.6
30/10/2011,1033,2011,10,30,6,Sunday,33.02727273,28.60113636,25.19090909,77.74772727,21.79599593,0,0,12.36111,21.54583,28.53194,20.60666,7.909091,0.5615278,0
31/10/2011,1034,2011,10,31,0,Monday,31.56363636,26.64431818,23.89090909,88.64583333,22.3159963,0,0,13.5625,23.49167,13.82153,24.94756,7.039184,0.6160417,15.4
1/11/2011,1035,2011,11,1,1,Tuesday,32.61818182,27.06174242,24.66363636,86.29583333,22.231883,0,0,12.33472,21.96667,19.45972,22.59013,7.325463,0.6125,0
2/11/2011,1036,2011,11,2,2,Wednesday,30.33636364,26.53787879,24.42727273,88.04924242,22.03542355,0,0,9.025,17.975,18.13611,21.31928,6.374674,0.5563889,0.8
3/11/2011,1037,2011,11,3,3,Thursday,28.86363636,26.45,24.69090909,87.72954545,21.84865094,0,0,15.43333,26.53472,15.40625,23.39507,5.208565,0.6395833,2
4/11/2011,1038,2011,11,4,4,Friday,28.09090909,26.08181818,24.14545455,88.91060606,21.69433497,0,0,9.0625,17.03518,12.18611,24.11761,7.753377,0.5656945,1.6
5/11/2011,1039,2011,11,5,5,Saturday,31.03636364,27.57083333,24.59090909,81.50606061,21.59550253,0,0,13.93056,24.5,14.87569,28.8428,26.7197,0.6778472,37.6
6/11/2011,1040,2011,11,6,6,Sunday,30.03636364,27.125,23.84545455,81.62878788,21.10316252,0,0,9.143056,16.38333,18.4125,24.67845,16.48683,0.5516667,0
7/11/2011,1041,2011,11,7,0,Monday,32.19090909,28.15265152,24.8,76.28409091,20.86778322,1,0,8.0625,15.64352,23.49792,20.15379,11.83967,0.5420139,0.4
8/11/2011,1042,2011,11,8,1,Tuesday,29.67272727,27.23560606,24.72727273,83.04545455,21.60081467,0,0,11.5625,20.23576,22.54514,25.11216,9.702846,0.5609722,0.4
9/11/2011,1043,2011,11,9,2,Wednesday,31.96363636,27.98371212,25.13636364,76.51818182,20.73894617,0,0,10.19931,18.26455,25.54028,23.46095,6.700033,0.5905555,0
10/11/2011,1044,2011,11,10,3,Thursday,32.77272727,28.0280303,25.02727273,80.87537879,21.97316255,0,0,23.79167,37.55556,35.40764,39.20795,10.43635,0.7095833,11
11/11/2011,1045,2011,11,11,4,Friday,32.06363636,27.6030303,25.01818182,84.2625,22.36537823,0,0,17.09167,26.97222,21.36875,32.16269,6.700053,0.6848611,24.8
12/11/2011,1046,2011,11,12,5,Saturday,30.13636364,25.65530303,23.18181818,91.98219697,21.91645402,0,0,15.94167,26.61863,16.50278,35.42059,7.036069,0.70125,8.4
13/11/2011,1047,2011,11,13,6,Sunday,32.76363636,26.29886364,23.17272727,85.76401515,21.18067503,0,0,10.38333,18.50521,32.55,27.92778,6.868634,0.574375,9.4
14/11/2011,1048,2011,11,14,0,Monday,31.5,26.17727273,23.35454545,87.46212121,21.45454123,0,0,11.38056,19.98727,27.06458,34.25959,13.01563,0.6324306,22.4
15/11/2011,1049,2011,11,15,1,Tuesday,31.13636364,26.99545455,24.36363636,83.0969697,21.32956367,0,0,10.49236,18.37789,25.31667,22.77854,4.846065,0.5907639,0.4
16/11/2011,1050,2011,11,16,2,Wednesday,32.13636364,26.86174242,24.11818182,83.74204545,21.336829,0,0,13.36042,23.14271,24.66528,24.84462,7.075222,0.56875,68.4
17/11/2011,1051,2011,11,17,3,Thursday,33.21818182,27.41287879,24.58181818,82.69356061,21.72046432,0,0,13.52222,23.97083,26.03125,26.47289,6.692761,0.5605556,4.6
18/11/2011,1052,2011,11,18,4,Friday,29.93636364,26.34924242,24.39090909,89.01060606,22.0440357,0,0,14.09167,24.08287,14.48194,28.77273,9.373863,0.58125,11
19/11/2011,1053,2011,11,19,5,Saturday,32.96363636,27.18825758,24.12727273,84.53181818,21.93006284,0,1,16.06111,25.65417,26.56389,30.95816,8.650758,0.7145833,19.4
20/11/2011,1054,2011,11,20,6,Sunday,32.31818182,26.7844697,24,87.92462121,22.30689811,0,1,10.39306,17.85417,25.10278,24.49129,7.211448,0.5547222,23.6
21/11/2011,1055,2011,11,21,0,Monday,31.45454545,26.99318182,24.30909091,86.84924242,22.28986929,0,1,11.51806,19.19803,18.03056,26.9115,12.45481,0.5919445,15.2
22/11/2011,1056,2011,11,22,1,Tuesday,31.52727273,27.70151515,24.81818182,82.70719697,22.07175021,0,1,10.33056,19.08148,21.05,17.82554,8.14213,0.4934722,0.8
23/11/2011,1057,2011,11,23,2,Wednesday,30.25454545,26.1655303,23.92727273,90.42727273,22.16738598,0,1,11.56806,18.85046,15.74306,24.7678,8.639798,0.5818056,21.4
24/11/2011,1058,2011,11,24,3,Thursday,31.58181818,26.5530303,24.25454545,88.87045455,22.25962738,0,1,10.69861,17.85312,19.00833,20.99881,8.649503,0.5840973,8.4
25/11/2011,1059,2011,11,25,4,Friday,31.76363636,27.55113636,25.21818182,86.20719697,22.81630895,0,1,11.05278,20.3125,24.09583,21.01322,7.167956,0.5453472,0
26/11/2011,1060,2011,11,26,5,Saturday,31.18181818,27.33977273,25.38181818,88.40075758,23.12613989,0,1,10.70972,21.90926,22.17361,19.47679,4.335732,0.5875,2.2
27/11/2011,1061,2011,11,27,6,Sunday,32.16363636,27.42954545,25.32727273,87.09015152,22.89624105,0,1,12.88472,21.5,26.33264,17.19847,5.147896,0.7061111,0
28/11/2011,1062,2011,11,28,0,Monday,32.14545455,26.61439394,24.18181818,89.31704545,22.44770926,0,1,10.2875,19.34491,21.22917,21.67702,5.657197,0.6013889,78.6
29/11/2011,1063,2011,11,29,1,Tuesday,32.32727273,26.77272727,24.60909091,88.61325758,22.46699493,0,1,15.04653,24.175,16.91528,23.71822,6.885606,0.7284722,0
30/11/2011,1064,2011,11,30,2,Wednesday,31.96363636,27.14583333,24.99090909,87.80984849,22.72718027,0,1,13.37014,21.25046,17.08819,28.72331,9.756061,0.6520833,5
1/12/2011,1065,2011,12,1,3,Thursday,29.46363636,26.75568182,24.92727273,87.74659091,22.22628762,0,1,10.48611,18.90833,15.32569,23.04987,5.335511,0.5631945,5.8
2/12/2011,1066,2011,12,2,4,Friday,26.84545455,25.43181818,23.5,93.34734849,21.96564675,0,1,12.70694,22.05833,14.33403,24.08727,5.110879,0.6231945,11.4
3/12/2011,1067,2011,12,3,5,Saturday,31.80909091,25.88560606,23.22727273,87.92727273,21.22123605,0,1,11.87639,21.10417,25.87292,28.3434,7.387879,0.6179166,7
4/12/2011,1068,2011,12,4,6,Sunday,31.85454545,26.4375,23.64545455,87.66893939,21.81841785,0,1,17.97847,28.52639,27.58195,24.36847,9.433333,0.7144445,27.4
5/12/2011,1069,2011,12,5,0,Monday,29.27272727,26.33106061,23.7,81.70984848,20.21560189,0,1,13.12917,22.32269,22.26945,22.601,5.615909,0.6455556,0
6/12/2011,1070,2011,12,6,1,Tuesday,33.09090909,27.88522727,24.47272727,76.36439394,20.58576,0,1,15.15,24.67593,28.43681,25.01956,11.97622,0.5701389,0
7/12/2011,1071,2011,12,7,2,Wednesday,31.93636364,27.20454546,24.52727273,84.53484848,21.95056424,0,1,14.12361,22.52083,25.38194,26.23231,8.30303,0.56625,0
8/12/2011,1072,2011,12,8,3,Thursday,32.2,27.07613636,24.22727273,83.71136364,21.58323655,0,1,19.34722,30.4816,29.31667,30.24154,7.681085,0.7138889,40.4
9/12/2011,1073,2011,12,9,4,Friday,32.66363636,26.96325758,24.20909091,83.23598485,21.3272646,0,1,17.45695,27.7537,25.18542,30.19194,6.524284,0.6842361,26.2
10/12/2011,1074,2011,12,10,5,Saturday,31.46363636,27.62613636,24.82727273,80.71515152,21.45109727,0,1,10.54167,18.3037,26.23195,19.08986,2.673148,0.4475,0
11/12/2011,1075,2011,12,11,6,Sunday,27.01818182,25.21856061,23.12727273,89.5469697,20.82134165,0,1,9.922222,16.33704,25.27639,24.17799,2.648611,0.6159722,8.2
12/12/2011,1076,2011,12,12,0,Monday,29.45454545,25.99545455,23.81818182,87.01780303,21.13066819,0,1,10.76389,19.70833,25.81597,26.70433,4.408081,0.6709722,0.2
13/12/2011,1077,2011,12,13,1,Tuesday,30.85454545,27.18712121,24.84545455,80.45795454,20.87191387,0,1,9.118055,21.23333,38.48889,20.30114,4.392687,0.5833334,0
14/12/2011,1078,2011,12,14,2,Wednesday,32.10909091,27.28484848,24.63636364,82.09015152,21.41039803,0,1,14.13056,26.43333,35.50834,27.37757,4.699074,0.6479167,0
15/12/2011,1079,2011,12,15,3,Thursday,30.81818182,27.35681818,24.95454545,82.68712121,21.65180431,0,1,17.10278,28.225,38.88195,26.56326,4.827557,0.6715972,0
16/12/2011,1080,2011,12,16,4,Friday,31.79090909,27.06287879,24.62727273,83.5594697,21.52830833,0,1,13.62639,23.4787,27.5875,23.02445,5.387836,0.6304861,11.6
17/12/2011,1081,2011,12,17,5,Saturday,29.47272727,25.99848485,24.38181818,90.52689394,21.98646173,0,1,8.805555,18.675,18.34861,19.20903,6.707113,0.5476389,9.6
18/12/2011,1082,2011,12,18,6,Sunday,28.79090909,25.62765152,24.11818182,93.79875,22.31477977,0,1,7.038889,15.01574,18.93611,17.16191,6.739352,0.5165278,87.4
19/12/2011,1083,2011,12,19,0,Monday,26.09090909,24.65416667,23.78181818,96.73708333,21.79141333,0,1,6.907639,13.58519,24.22014,22.9882,5.953956,0.5281944,35.6
20/12/2011,1084,2011,12,20,1,Tuesday,28.3,25.87424242,23.94545455,89.68106061,21.63079033,0,1,11.06944,22.03102,25.26736,24.37879,3.77984,0.5534722,0.6
21/12/2011,1085,2011,12,21,2,Wednesday,29.87272727,26.9280303,24.34545455,82.97992424,21.22029664,0,1,12.77083,22.34167,27.02083,22.21347,4.959733,0.5802778,0.2
22/12/2011,1086,2011,12,22,3,Thursday,27.31818182,25.6155303,24.57272727,91.00416667,21.63532059,0,1,9.825,17.70278,17.47292,20.77298,5.257102,0.5693055,1.4
23/12/2011,1087,2011,12,23,4,Friday,29.02727273,25.67462121,24.30909091,93.52121212,22.30718562,0,1,11.14861,21.47685,18.42778,21.04743,4.018171,0.4929167,2.2
24/12/2011,1088,2011,12,24,5,Saturday,28.34545455,26.02689394,24.67272727,92.60340909,22.5263745,0,1,12.30556,26.28287,23.42222,19.47307,4.481019,0.4577778,8
25/12/2011,1089,2011,12,25,6,Sunday,27.95454545,25.80871212,24.13636364,89.06325758,21.40343909,0,1,16.0625,30.77778,43.77083,13.80324,4.702712,0.5144445,0.2
26/12/2011,1090,2011,12,26,0,Monday,29.42727273,26.77348485,25.12727273,80.86515151,20.50347499,1,1,19.59028,35.91667,52.24305,11.41873,4.291254,0.5055556,0
27/12/2011,1091,2011,12,27,1,Tuesday,31.07272727,26.95340909,25.19090909,82.89772727,21.22903866,0,1,13.20139,24.77454,38.90417,17.84037,3.567122,0.4741667,0.6
28/12/2011,1092,2011,12,28,2,Wednesday,28.09090909,25.98333333,24.7,88.68106061,21.52001155,0,1,10.35625,18.775,24.69028,19.81296,3.385522,0.5361111,0.4
29/12/2011,1093,2011,12,29,3,Thursday,28.40909091,25.92272727,24.33636364,85.06515151,20.573006,0,1,10.77778,22.8375,25.66875,19.22024,3.094711,0.4809722,0.2
30/12/2011,1094,2011,12,30,4,Friday,31.43636364,27.07234848,24.16363636,78.49621212,20.23443669,0,1,9.498611,19.58333,29.21111,19.43977,3.434891,0.4359722,0
31/12/2011,1095,2011,12,31,5,Saturday,32.91818182,27.76704546,24.36363636,77.84886364,20.85020212,0,1,11.29722,19.50139,35.72222,25.42222,11.59748,0.4294445,0
1/1/2012,1096,2012,1,1,6,Sunday,31.98181818,27.47537879,25.16363636,84.12916667,22.17370482,0,0,13.02361,21.32917,33.45,21.70366,7.980303,0.4813889,0.6
2/1/2012,1097,2012,1,2,0,Monday,31.4,27.54583333,25.13636364,82.38257576,21.79773171,1,0,8.471528,18.89167,25.75556,11.14583,4.754377,0.3923611,0
3/1/2012,1098,2012,1,3,1,Tuesday,30.76363636,27.43825758,25.24545455,81.28409091,21.3801245,0,0,10.93611,25.30185,26.86806,14.35481,5.133723,0.43,0
4/1/2012,1099,2012,1,4,2,Wednesday,31.6,27.28939394,24.53636364,78.09545455,20.37366338,0,0,12.85417,27.67778,30.65278,14.71616,6.299979,0.4505556,0
5/1/2012,1100,2012,1,5,3,Thursday,31,27.03068182,24.27272727,80.55719697,20.71795523,0,0,13.69167,27.45231,25.34167,15.70602,5.360433,0.4253472,0
6/1/2012,1101,2012,1,6,4,Friday,31.69090909,27.44772727,24.33636364,75.36401515,19.8333673,0,0,12.39583,28.03553,24.90486,13.74456,3.982722,0.3984722,0
7/1/2012,1102,2012,1,7,5,Saturday,31.37272727,26.95530303,24.4,78.17272727,20.02116935,0,0,10.85208,24.81701,31.39305,14.02006,3.613636,0.5178472,1.8
8/1/2012,1103,2012,1,8,6,Sunday,27.14545455,25.07348485,23.9,89.7594697,20.70169344,0,0,7.801389,15.38681,25.675,12.76957,4.091584,0.5665278,26.2
9/1/2012,1104,2012,1,9,0,Monday,27.92727273,25.55189394,23.96363636,87.17424242,20.65127803,0,0,11.02222,22.15,24.65764,18.46536,2.878967,0.5740972,1.2
10/1/2012,1105,2012,1,10,1,Tuesday,27.1,25.16893939,23.63636364,92.05568182,21.34520151,0,0,9.295834,17.98935,17.08611,17.53258,3.802629,0.5859028,2.4
11/1/2012,1106,2012,1,11,2,Wednesday,29.04545455,26.26515152,24.45454545,86.6094697,21.34943535,0,0,11.05347,23.1873,23.15,15.20391,2.939439,0.4870139,5.6
12/1/2012,1107,2012,1,12,3,Thursday,29.44545455,26.1719697,24.08181818,82.69090909,20.27822237,0,0,5.897917,14.00463,20.17083,14.70924,3.614815,0.4515278,0.8
13/1/2012,1108,2012,1,13,4,Friday,30.89090909,26.63181818,23.46363636,79.73143939,20.05804403,0,0,7.048611,15.66667,21.56944,14.30556,3.850926,0.4527778,0
14/1/2012,1109,2012,1,14,5,Saturday,31.96363636,27.5030303,23.90909091,78.5469697,20.73400914,0,0,12.33333,22.87917,27.19583,29.18297,9.965046,0.49875,15.8
15/1/2012,1110,2012,1,15,6,Sunday,32.70909091,27.49356061,22.27272727,78.58825758,20.73409811,0,0,12.27917,21.7875,35.5125,24.5377,12.67766,0.5108333,0
16/1/2012,1111,2012,1,16,0,Monday,32.92727273,28.37272727,25.2,80.08674242,22.17335221,0,0,23.98611,36.0625,44.16528,34.71969,25.32986,0.5108333,0
17/1/2012,1112,2012,1,17,1,Tuesday,32.81818182,28.20833333,25.54545455,82.23143939,22.56331182,0,0,22.33194,32.20185,46.10417,26.27409,9.572643,0.5009722,2
18/1/2012,1113,2012,1,18,2,Wednesday,31.01818182,27.2,24.6,84.7310606,21.99599498,0,0,19.20555,29.40972,39.52222,28.85871,10.98255,0.5594444,0
19/1/2012,1114,2012,1,19,3,Thursday,32.05454545,27.59393939,24.99090909,81.91515152,21.73148991,0,0,22.72639,31.62905,39.63542,29.51342,13.55653,0.5084028,0
20/1/2012,1115,2012,1,20,4,Friday,31.65454545,25.80757576,22.9,86.60075758,20.81036198,0,0,19.52292,30.73619,28.63333,30.00004,6.925547,0.5680556,10.6
21/1/2012,1116,2012,1,21,5,Saturday,32.26363636,26.16969697,22.78181818,85.49621212,20.96348703,0,0,14.24306,23.15278,30.14028,26.89827,8.14757,0.6065972,11.8
22/1/2012,1117,2012,1,22,6,Sunday,32.06363636,26.63674242,22.99090909,84.8530303,21.35225576,0,0,12.70347,20.70833,26.65,23.21192,10.62141,0.5468056,3.6
23/1/2012,1118,2012,1,23,0,Monday,30.82727273,25.48636364,23.25454545,87.6405303,20.68582528,1,0,9.18125,15.47917,21.82083,17.64676,9.661458,0.4933333,5.4
24/1/2012,1119,2012,1,24,1,Tuesday,29.85454545,26.31515151,23.55454545,79.17310606,19.57071607,1,0,9.853472,19.87083,26.14583,14.07292,7.757523,0.4566667,0
25/1/2012,1120,2012,1,25,2,Wednesday,31.8,27.38939394,24.46363636,75.9905303,19.93409671,0,0,11.5875,23.09167,25.34722,13.49815,4.210417,0.4331945,0
26/1/2012,1121,2012,1,26,3,Thursday,30.21818182,27.14810606,24.75454545,76.07159091,19.69163456,0,0,12.29167,25.23935,27.95694,14.9766,3.634091,0.4509722,0
27/1/2012,1122,2012,1,27,4,Friday,31.78181818,26.81401515,24.22727273,79.81325758,20.28221873,0,0,13.275,25.67963,26.78472,21.11658,5.864962,0.4647222,0.6
28/1/2012,1123,2012,1,28,5,Saturday,28.5,26.20454545,24.66363636,81.93863636,20.1301805,0,0,8.851389,15.68704,20.92361,16.27765,3.424074,0.44375,0
29/1/2012,1124,2012,1,29,6,Sunday,32.4,27.39090909,24.25454545,75.13977273,19.71257702,0,0,9.827084,15.875,29.98333,17.37523,6.279514,0.4389583,2.6
30/1/2012,1125,2012,1,30,0,Monday,32.02727273,27.33484848,24.35454545,80.62310606,21.0858163,0,0,13.03819,20.28518,30.96111,23.58523,9.963489,0.4696528,0
